Edge1,Edge2,Weight
0,4,49.48105766938254
0,5,1.4056299804436456
0,9,23.318919453405158
0,12,35.46026368038401
0,13,39.76555592376256
0,14,49.74607480285014
0,18,41.509641938495804
1,6,19.191066801787876
1,9,43.15165159878152
1,12,34.588804136557926
1,13,43.85012838426181
1,16,48.0398576862959
1,18,32.468036994931495
2,4,28.230443639036825
2,9,27.61946283036435
2,10,38.233076405829394
2,11,13.500129522255982
2,13,10.80349012151321
2,17,3.598426194925597
3,6,36.733032056821386
3,7,28.01762447620878
3,13,41.35091216488478
3,14,48.750660350954675
4,7,46.70701567658496
4,8,5.964125732422226
4,16,8.256090521928389
4,19,40.29125292435503
5,11,4.031793022181263
5,18,40.62501134887329
6,7,35.43145963209247
6,8,0.23748107886988334
6,9,37.34715586229086
6,14,28.9900018027828
6,16,38.17853848769545
7,11,21.961056244142362
7,16,27.534412516744588
8,12,34.59549028481626
8,14,12.662450580554202
8,17,3.0315282723468506
8,18,22.650858557451215
9,13,36.351378721908134
9,14,35.359850718009646
9,16,38.042048278235356
9,17,21.04877685613718
10,12,9.035554140928248
10,14,30.25167223423411
10,15,15.45507923914164
10,17,8.629897481486704
11,14,1.718936158573936
11,17,6.173386213780146
12,14,35.30179480795152
13,18,38.40228299096084
14,17,42.00751223866296
15,18,10.00047148608677
16,17,47.66465597549753
17,18,29.352223413714217
