Edge1,Edge2,Weight
0,5,22.987518497893205
0,17,13.339983047336712
0,18,29.89828577928521
0,19,18.090446246565712
1,2,29.942330587976457
1,6,44.20896181038104
1,7,40.18179076069577
1,9,37.96549237971205
1,10,25.343389215428335
1,11,26.509498087413252
1,15,3.588231511973844
1,16,25.452938271748522
1,18,41.010911097536614
2,3,42.735279795199624
2,6,47.94342635100822
2,13,27.96597406452887
2,15,37.82762697349406
2,16,5.009779493292498
2,17,1.9508195955601049
2,19,29.522083127586452
3,10,22.672664106706474
3,12,33.97800091989143
3,14,29.8990762022034
3,15,7.484118984917249
4,8,27.549570538979545
4,14,0.48453304287278676
4,18,9.347061807147162
5,11,39.413679285900436
5,18,49.66813074104893
5,19,37.803056754375696
6,7,25.282471062958372
6,10,11.121220322161419
6,11,23.876249586037513
6,14,16.85489556363923
6,15,41.972250018315336
6,16,5.706210131905581
6,17,19.50749964143031
7,9,18.90939615566462
7,12,30.271287467933757
7,13,29.559982090745685
7,17,21.51198696478967
8,11,14.289394321811038
8,12,3.5600119335847893
8,13,14.153198726172917
8,17,38.061491040358945
9,16,3.5007582120922143
10,12,49.571521791941215
10,13,49.26479726693658
10,19,26.697467838259133
11,12,48.91100406930252
12,13,43.32167730978588
12,16,44.595306495176274
12,18,36.829145579442624
13,19,24.45287356903418
14,15,14.41964223858529
14,18,32.03733670811336
14,19,15.741944376729622
15,16,39.80281735299971
18,19,12.13050880568386
