Edge1,Edge2,Weight
0,1,32.45876792396269
0,5,2.9913191188751522
0,8,23.87217047721811
0,19,32.985246252790816
0,20,34.65425782142858
0,25,20.889010065190394
0,30,48.50709006885681
0,32,49.723714604574546
0,34,5.049470444356402
0,37,29.08708270420607
0,40,3.3999241965786906
0,49,20.967706477792696
0,53,42.60686421056853
0,58,27.554847319924775
0,62,20.29214633511613
0,64,3.4998223053504196
0,69,16.078252395962394
0,70,33.94917669199919
1,3,37.76801629919059
1,5,24.145706988709403
1,6,25.949529057951153
1,7,4.184330946433307
1,10,24.90968468633476
1,11,20.49524083178282
1,12,48.834751300551105
1,17,31.03031073058058
1,18,16.67694138083411
1,20,30.36178765694988
1,25,41.10326850942416
1,27,4.0785050443880975
1,28,17.62181600492154
1,35,43.6912904356522
1,36,36.88365046030253
1,38,32.98215457726042
1,42,37.03663600194922
1,43,12.838277761331979
1,46,9.42665384005964
1,47,12.530221185587187
1,49,29.342507238274436
1,51,24.81195472354174
1,56,21.34305997706528
1,58,14.726276631946384
1,59,29.95654081172217
1,61,42.4805233124307
1,62,14.500846785490207
1,64,45.09121988335308
1,70,2.7946879422736326
1,72,34.958119428922366
1,74,8.75471809863414
2,5,7.6542083715466
2,9,16.736371195606996
2,15,34.71188250927394
2,18,15.530263686135049
2,27,48.018875638776805
2,31,20.523736460629436
2,38,8.992790859868578
2,41,26.51507240718071
2,42,30.66370454420897
2,43,2.411835091425274
2,45,43.928094760052076
2,46,33.75951800217264
2,47,20.529865129123586
2,49,28.63208206022921
2,56,1.9501248765631418
2,59,39.157957953223956
2,67,44.837617834205155
3,7,23.275901629202707
3,11,43.862495244264835
3,14,4.702320882981869
3,18,25.023421217917875
3,19,39.60019305965868
3,22,12.857499556071522
3,23,30.73335656349474
3,28,23.464124160802584
3,30,37.35846651177927
3,34,6.789856246291704
3,36,35.01592762411673
3,41,7.493893870280183
3,42,11.979120310132995
3,45,42.01871579544865
3,48,33.383588572263605
3,51,16.437779332810106
3,53,20.70949118444505
3,56,40.79227245045517
3,57,36.71644929341492
3,62,4.281095720592232
3,68,32.243298988358795
3,72,32.99843189525009
4,5,21.542084531050026
4,10,21.258349251107926
4,13,30.627703157800273
4,19,18.781091962661456
4,20,31.878528769168508
4,21,21.740016865662188
4,25,43.171641598900436
4,26,9.02491507696891
4,31,15.271413147811618
4,32,9.149142536664723
4,33,5.604762734364327
4,38,16.87613130952495
4,41,5.456092217228492
4,47,37.3243150077943
4,48,48.867264337240385
4,60,11.475405614174733
4,66,8.487417214489962
4,69,9.620735517702329
4,72,21.053341434538147
4,74,18.43617287673103
5,10,28.895414450454176
5,13,32.8618402405111
5,15,24.027235664472517
5,18,6.5706056251845615
5,21,46.78675563546311
5,22,45.416915479566235
5,23,31.14170658374241
