Edge1,Edge2,Weight
0,4,25.97948379619954
0,5,31.281068078526353
0,6,22.123007824001345
0,9,21.605684580255353
0,19,31.293129947559063
1,2,49.519353344312435
1,6,13.26383312495783
1,8,17.93313525362614
1,9,22.289730589490574
1,10,3.3128963870564467
1,16,26.315856554881023
2,4,1.3318783483112162
2,6,46.627695332212824
2,9,1.2881256159048726
2,11,2.0342832973343663
2,13,33.51588020831596
2,14,45.843951207402434
2,16,16.19794388456298
2,17,49.92158623262718
3,8,39.9015467368389
3,12,1.778784669738398
3,13,15.830529644725594
3,19,25.722063201115752
4,5,11.668666013674562
4,6,30.725434214151882
4,11,29.879063053184428
4,14,30.283242066129517
4,16,23.482185122050716
4,18,6.89372556225894
5,9,2.239124653345903
5,10,3.9657690595973683
5,13,30.00660885096443
5,15,17.350710881448993
5,18,31.67768113392388
6,7,42.05704009250912
6,10,11.746259490923372
6,11,12.908503532192567
6,14,48.22930141229042
6,17,31.44687694756754
7,10,34.540188432164804
7,18,37.47120682073296
8,9,39.91946538105269
8,10,4.038875518382218
8,15,1.5959899706076253
8,16,12.091469131791715
8,18,34.43485410525448
9,10,40.33546412035903
9,12,28.662974833128157
9,15,11.564118759772823
9,17,47.96875541814556
10,12,17.231502494660756
10,14,21.12055521717951
10,19,20.095348001996012
11,15,46.49890666434526
11,18,4.695694784254578
11,19,13.129036961999525
12,13,26.52587790948038
12,14,31.651598246669188
12,16,39.024048989977544
14,17,17.256152490448855
15,17,11.306222140910688
