Edge1,Edge2,Weight
0,2,29.255693754981728
0,3,26.217726588851647
0,7,3.4804063093027526
0,8,44.06116851274137
0,9,3.0148062125090247
0,10,8.190934621862716
0,12,19.8242178802258
0,14,6.760214434057837
1,2,16.71321440479392
1,7,20.781523110572873
1,10,8.881006525046043
1,11,14.015219932459843
1,13,8.224500474784518
1,14,47.59398770261209
1,15,8.178866521023597
1,16,22.00376808574282
1,17,4.70836894022395
2,3,9.573802508271662
2,5,38.81652101737829
2,8,5.043050700268726
2,11,43.522037686901406
2,15,19.67272304916674
2,18,45.03903447643005
3,8,13.463129638475586
3,13,21.989783861205886
3,19,23.74907114493802
4,8,29.591544555149806
4,14,3.4543041699766572
4,18,30.88906893099985
5,7,45.4645555635389
5,11,43.8699837221732
5,19,16.04591246219679
6,7,32.86513148226589
6,12,41.0436500093961
6,14,46.2208720352688
6,18,28.934344950428653
6,19,42.63508955180864
7,9,42.39853997916176
7,12,19.800177914853613
7,14,14.821112974901595
7,15,10.883190979462942
7,17,15.77810321263442
8,9,1.589242975988786
8,11,25.407297895245556
8,16,2.879528896013195
8,17,21.557075422288957
8,19,20.164264260162472
9,13,10.137989986754341
9,15,27.450606828442247
9,16,17.747830928105422
9,17,43.76554382594557
10,12,40.41565236709216
10,14,5.903379840783529
10,15,10.839281605562551
10,17,2.6711467729020555
10,18,22.413415319401743
11,15,47.20287733654674
12,13,18.635444773268322
12,18,5.105800985316461
13,16,4.358450927324897
13,18,40.5211274049904
13,19,6.060842011015294
14,16,30.978519008230883
15,17,36.59228793818532
16,18,12.72777324688083
17,19,43.90776001754665
