Edge1,Edge2,Weight
0,1,33.44018466432869
0,2,3.7890261913975487
0,3,17.265242814069666
0,8,43.20855592892621
0,14,11.33030423172281
0,15,29.815624454196772
0,16,43.64746739509721
0,18,12.143835772192341
0,19,19.32229954512479
0,24,3.025690270294806
0,27,44.87783910722995
0,30,31.107466299467017
0,32,30.98871396466362
0,36,11.526798403555444
0,38,19.46488365908988
0,41,39.02650417534116
0,43,8.825434706915319
0,48,10.68118730811669
0,51,40.380677450219835
0,54,35.57658861909338
0,59,48.50313550833544
0,63,37.13106330621124
0,64,46.30016069066624
0,66,22.72490415956863
0,67,6.9743676203026626
0,68,26.25625158696552
0,72,33.742329877010526
0,74,19.14012337989667
1,6,7.177314237823423
1,14,34.38560737228932
1,15,14.087480388369539
1,18,45.54870564654527
1,19,26.41460118910441
1,26,42.24619153053429
1,27,24.340477195612554
1,29,39.111139752490196
1,31,15.230633561705542
1,36,20.454168770050646
1,40,15.067229781633307
1,42,5.557292748615428
1,44,36.89880637893711
1,45,39.546336094616066
1,58,34.84811450883983
1,60,25.439783297126638
1,62,16.29659650508509
1,66,21.64199269559599
1,68,11.81415047241422
2,6,4.786964747075162
2,8,38.425777647456805
2,10,20.48130056305962
2,13,27.393984608560025
2,15,9.292686893196306
2,23,12.820408083923063
2,26,18.208853795750628
2,27,23.55335814608102
2,35,44.19288182843034
2,39,43.07432866059173
2,45,23.083637148324378
2,48,35.56289790507256
2,50,28.05227109897001
2,57,27.81615050694071
2,58,23.39542394867065
2,59,27.32729379064948
2,61,6.5663768754471
2,62,3.836250674067687
2,63,12.768959386176821
2,67,5.714119069993112
2,68,6.864719800043884
2,70,23.939573870967617
2,72,5.778813125977145
3,6,27.014826652812435
3,8,0.9715753377522396
3,9,46.951211571074985
3,36,8.248979278491742
3,38,23.989970569965113
3,40,25.820905973221453
3,46,19.541601795213907
3,48,29.20932697950124
3,52,44.083905842215515
3,56,42.57128390597662
3,63,4.180981399358863
3,66,9.431835094231127
3,67,18.443280828118397
3,69,15.380704439008747
3,72,38.77189312847822
4,5,37.25879969057229
4,9,46.355054665039226
4,10,23.76270973176679
4,11,0.5545692385390599
4,13,34.18536487154131
4,17,7.452510278353264
4,21,47.55894223242155
4,22,5.904224923327295
4,23,40.86878860600847
4,26,4.401043766445617
4,28,24.426786441311894
4,29,31.769181402871606
4,33,46.84272799326757
4,34,14.384673618443905
4,38,11.779220678697893
4,39,42.49636855593085
4,43,6.892441664281046
4,46,13.184276230762737
4,50,44.718349432999965
4,52,3.784837911006761
4,56,29.739788805140254
4,65,8.164475027722018
4,70,41.32661698294131
4,72,29.91058951151806
5,6,39.354634616647246
5,9,47.777023577650176
5,10,29.932481476969137
5,12,48.38466993795735
5,14,36.19778569780061
5,19,47.79434731045775
5,26,16.438162573373155
5,27,30.24424535768311
5,28,23.953869602863076
5,39,43.341126830644434
5,41,21.615405898581642
5,43,30.37176016099183
5,48,0.42841257890546824
5,51,40.60556497204516
5,52,5.225705982192369
5,53,18.07726095250477
5,54,10.816917357164007
5,56,25.663078671732105
5,57,1.8164739935970287
5,59,14.537691834912597
