Edge1,Edge2,Weight
0,4,36.10312986096125
0,5,37.53446758403715
0,9,36.2603512417087
0,10,45.06548765935302
0,11,28.526659009332167
0,19,33.2539788834346
0,20,5.211951578627049
0,23,6.849601350597601
0,27,17.133382698586136
0,31,14.779359717966411
0,36,22.216583093683322
0,37,18.217012864772848
0,41,40.43124918513049
0,44,22.94769747706408
0,49,8.172713711003304
0,52,15.51487211728122
0,56,43.76004182404247
0,57,13.882722749647435
0,64,43.30188340311639
0,67,47.77324050848903
0,70,34.36201397761728
0,73,9.839223351720522
0,74,49.444132615237756
0,76,19.844019023075766
0,77,33.51796469645557
0,79,4.594983479284837
0,80,40.57165113206309
0,87,15.992936478308057
0,92,48.9626905273744
0,93,1.6549976325235694
1,15,5.239231136677663
1,16,30.900008898265362
1,24,45.81273447259628
1,25,21.97957083220491
1,26,19.52922549481169
1,30,17.481490832242404
1,39,23.847635975159893
1,41,5.804050273018696
1,42,17.923132149939068
1,44,10.486261979532802
1,45,35.17141467433325
1,46,12.285983825926916
1,47,40.81615195527253
1,48,36.267881628172574
1,55,14.192071363331848
1,56,6.867502622236116
1,60,46.32189558649629
1,62,37.622428690510226
1,63,31.197233388195034
1,64,43.719457059214726
1,65,11.66338981079093
1,71,17.5431840387056
1,74,21.155609575381725
1,82,17.017393410524157
1,84,44.58278223417156
1,85,45.7728759104297
1,88,1.2011885312560866
1,89,3.550027165229752
1,90,14.787868818021337
1,91,9.141122520798323
1,92,29.477062934823483
1,93,27.223844987577873
1,94,0.009398504758451054
1,97,38.363722220871516
1,98,0.7355831692649806
1,99,31.91306489801123
2,5,32.25587514802184
2,11,22.27462015445287
2,13,35.24844940685287
2,18,22.46934192591222
2,19,8.556949512504675
2,22,43.12796498201361
2,23,13.534822793677998
2,25,23.60273813326484
2,28,24.191233767415348
2,31,14.530108734623676
2,32,13.284394235772007
2,38,31.86444861014711
2,39,24.700016650009655
2,40,32.27109302534342
2,44,27.421325697725262
2,46,14.776626491401684
2,52,12.145516129429929
2,55,10.136069207395854
2,58,44.783495465605704
2,62,48.64895660259924
2,63,36.829637257632896
2,67,35.03792065501675
2,71,8.027248759518512
2,72,7.3236896709479975
2,78,26.473997714934544
2,79,42.12673156133573
2,80,28.082250164367373
2,84,28.3323464250614
2,88,4.4084792761734715
2,98,0.7764361377457785
3,6,18.168415552733467
3,9,10.886914744045518
3,10,16.34899628969474
3,11,45.37794406150225
3,16,35.42437919901012
3,17,44.184638623146675
3,19,45.48848232625633
3,22,1.5006456587245476
3,23,3.347451695340098
3,30,26.716740586132243
3,32,40.75573881233757
3,45,49.776696196497866
3,49,11.107866099133028
3,54,18.60907260060317
3,55,35.657137771331094
3,56,6.336240167025753
3,57,12.64633000670306
3,61,9.754918631827042
3,62,37.846854486071635
3,64,39.78430542828722
3,67,43.31622737249238
3,71,7.226679855019719
3,73,26.324190374418666
3,79,44.046699069343184
3,80,22.29748297081708
3,82,36.98656365283449
3,85,25.17865956461702
3,87,23.11428907587484
3,88,15.318853909596019
3,89,24.53898759694278
3,93,2.4696074484030275
3,94,48.182250164801424
3,95,27.262700949285062
3,98,8.059402635550667
4,6,16.339958594681363
4,14,30.94082604615872
4,18,46.58402303680917
4,20,6.7303954049541375
4,23,19.299633321028637
4,24,32.03444693095797
4,25,8.218027118066928
4,28,34.38840517026265
4,32,8.087058370365853
4,34,29.765097410489933
4,44,8.748514780171574
4,49,15.066082673763148
4,52,42.35409099067199
4,55,0.5019326287243719
4,61,10.872469205254859
4,67,12.95423819813189
4,69,6.660326524638894
4,71,44.19733479466978
4,72,26.7486900293323
4,78,16.8275989301161
4,79,37.91921706746867
4,83,49.665717522590306
4,88,14.576151219247125
4,90,33.77911511259595
4,91,47.86161905039973
4,92,33.59014890642371
4,94,24.54521349679546
5,16,39.16785602204231
5,26,7.479676832661236
5,27,22.267900198310713
5,28,24.490813062233435
5,29,0.9370173565692752
5,30,31.04031339604425
5,31,15.92940670379826
5,33,2.504245821398693
5,34,23.208575877626437
5,38,18.90721459719449
5,47,3.07822287816073
5,52,0.9442876760916707
5,55,9.916569784166413
5,57,41.460880217623156
5,60,39.72093510481519
5,64,22.273138685347178
5,66,15.123471291127565
5,67,8.118632004487154
5,70,9.59213862589474
5,73,36.454240544062785
5,74,43.72603322478033
5,88,11.133171785511964
5,95,20.61514262721145
5,96,47.21180765651176
6,11,45.45193823233389
6,13,3.427887125233886
6,16,31.716845633389756
6,17,34.31766669980432
6,19,6.7509974366140755
6,23,39.366002262222395
6,24,35.44800251757955
6,25,10.913646951237022
6,29,42.96627361982417
6,30,3.3048818455923112
6,31,29.48495395800967
6,33,4.506851069990875
6,37,25.290558477193432
6,45,49.10824701458998
6,46,38.01265970955245
6,47,2.269754402600616
6,48,0.6085529181580618
6,54,38.388530142082864
6,58,38.293522476388354
6,62,0.06470339882698184
6,66,47.108500018262035
6,69,21.479775377582666
6,71,6.354423629762273
6,78,2.8100744713863923
6,85,16.645933599204714
6,86,9.925584821640943
6,98,15.471024705447112
7,9,33.12649084157329
7,18,43.56505727817947
7,21,49.300211657996286
7,22,38.866106883006786
7,34,1.4110722342015658
7,39,33.05142595568815
7,46,20.591813884980446
7,49,45.99149890759096
7,53,2.591387599883194
7,54,18.537430993637432
7,55,24.991271946325533
7,56,44.11263961671693
7,58,14.250535092492006
7,61,9.216939820748893
7,64,6.862235559450158
7,68,1.6752606682979398
7,73,12.437871935242367
7,77,32.10831857161436
7,78,19.481672868768623
7,81,42.92896904088022
7,82,32.92507946270142
7,83,41.22449315995137
7,86,47.5124604857946
7,90,42.722700042852594
7,91,19.594051144721703
7,94,18.525767631135494
8,11,3.484351875372671
8,28,15.396126893617495
8,35,23.26833377621163
8,36,15.220097697742235
8,37,17.13132519211645
8,41,20.164660097800585
8,46,4.748988735900078
8,48,6.552402488669301
8,49,11.308898211611268
8,50,28.528836939034992
8,52,3.9109100746661465
8,55,48.38317676690335
8,56,23.962291014262156
8,59,28.966611336848764
8,62,4.493000183995644
8,73,38.50591747845417
8,76,13.879680236155135
8,78,36.275629282421406
8,88,19.6623609967971
8,89,42.89266300148386
8,90,37.09531191091526
8,92,0.7628290188712472
8,95,0.17041170112244708
8,96,34.80473137144841
9,11,48.40755192521631
9,14,25.61040923563633
9,15,4.569168121920924
9,16,10.412875472527238
9,17,19.01753462722035
9,18,26.938596896712347
9,23,22.495496993410203
9,29,2.352323407079088
9,34,20.574267532514966
9,36,35.63681837234516
9,37,15.139538015502207
9,38,27.98870261115208
9,40,33.43597823839385
9,43,27.310590591716576
9,44,37.33126236288189
9,46,20.1825259588578
9,48,21.151334963955488
9,49,22.558194670757203
