Edge1,Edge2,Weight
0,1,21.168223318891826
0,5,6.718279390517706
0,8,45.29351145215277
0,9,8.777901903201746
0,11,46.879175184022834
0,12,1.0849081851447728
0,20,45.71707266870734
0,24,37.11460499263921
0,29,49.790074805374275
0,30,29.866138152641465
0,34,3.7177169196988267
0,39,32.908445040880295
0,41,11.59039791890134
0,44,25.17249511323313
0,47,46.25633307273353
1,4,34.950328646935326
1,9,2.0493900541752375
1,10,42.54812238611642
1,14,15.708660382211043
1,17,8.278170577758859
1,26,34.24042013710363
1,27,44.62832253508674
1,33,39.2743412527352
1,39,43.2930869325869
1,42,28.736432725319823
1,46,5.148994450405564
1,47,15.046125354583756
2,5,17.91590464090378
2,6,1.0043702651909903
2,9,33.74316847638794
2,12,18.977165462821656
2,16,20.573354710480107
2,18,11.09067407344375
2,19,40.68489165319402
2,23,46.05874438585108
2,26,32.81814604195124
2,29,43.9236161318492
2,30,24.532723244922522
2,32,9.218975425768727
2,35,12.076377944013888
2,37,5.744576964071646
2,39,48.03565196244358
2,43,5.0593626236385525
2,46,22.729726317076825
2,49,24.20144338031877
3,8,45.31373849598113
3,9,11.244644617024296
3,10,28.7793998244795
3,11,44.72898709775274
3,12,3.1085478786948784
3,15,41.26331962208152
3,16,32.541430607188886
3,22,21.805844129468415
3,24,36.31608650477753
3,25,3.648214820715384
3,26,22.66248642869273
3,39,43.746859014095165
3,41,32.37514305324443
3,44,29.516900904144833
3,45,32.7112295705553
3,48,25.8218563329649
4,6,42.517266380604546
4,9,28.688596557158448
4,10,16.91300948533675
4,14,39.99739917936993
4,19,30.345422213336093
4,20,35.60555680587564
4,21,37.237247124612885
4,22,48.4457548688018
4,24,7.304840852430572
4,33,42.531022646020055
4,36,9.432358235884653
4,37,41.55880462740565
4,38,37.70899145734775
4,40,3.514162061004117
4,43,4.610363344808105
4,45,26.54518460408179
5,9,43.26677969588263
5,12,21.209393895395294
5,13,46.833815775770255
5,16,15.152961628653767
5,17,46.859727381885214
5,21,47.85491423056701
5,22,31.97755632668871
5,25,41.07964166755034
5,27,48.92619225233725
5,29,41.36565201879072
5,31,1.335064501422667
5,38,43.402511979285975
5,43,2.7323600131158865
5,44,0.7260117710208069
5,45,44.32213572747658
6,10,14.720781130133359
6,11,44.6383627026645
6,14,18.78624720804829
6,15,35.832569582725114
6,17,25.798988725563422
6,22,48.81579875831889
6,25,24.5668296498824
6,26,13.678221659576423
6,28,33.00955876706285
6,30,44.77562030669178
6,33,24.915764381855887
6,38,27.35043559299762
6,39,49.13662627858499
6,40,40.78264860277407
6,41,9.217175213349037
6,43,25.541958235314173
6,44,7.413684380317403
6,45,6.743387093304171
6,49,4.661400127384513
7,10,42.27691727726726
7,14,47.77930825287879
7,22,3.913874647729154
7,24,36.73150891997816
7,28,23.13603225032623
7,30,24.901399970824194
7,35,33.456384192666114
7,39,33.04892622822917
7,40,31.70307757750026
7,42,42.68643388856208
7,44,3.522478418165864
7,46,10.478669272509327
7,47,29.60230585006962
8,9,47.606980799973265
8,11,22.05402953319007
8,12,22.232121391144453
8,18,11.06104800689305
8,22,9.410701922051972
8,25,24.68268062652793
8,27,40.44724635756777
8,31,43.42466850217569
8,33,43.51290588845556
8,36,37.343750397328876
8,43,18.956117461693694
9,11,3.570199797883411
9,15,1.9800820290841736
9,16,33.80996309155005
9,17,11.343522657208327
9,18,28.114839522813394
9,19,23.892682909985208
9,20,8.552360326481063
9,21,44.78488731271602
9,22,35.07495323250751
9,26,24.11688800352763
9,28,44.82562771057941
9,29,25.860242819448253
9,32,16.165356341561658
9,33,17.544958302644687
9,35,23.455667812270963
9,36,35.538445903534054
9,37,24.51319610519553
9,39,23.110404272994167
9,42,43.579752443781
9,43,47.11004677430597
9,44,11.238725082704553
9,45,30.663499850048115
9,46,9.220732931051213
10,21,5.139052466883104
10,23,3.4087845873169043
10,25,10.908882000391817
10,26,18.449957621243207
10,30,26.43964384304627
10,34,37.954727207317376
10,44,2.7828630846413627
10,45,15.200059545826845
10,46,11.360424255176666
10,48,47.39361494198809
11,12,45.3693419624148
11,25,41.91205486976239
11,29,45.02684081852595
11,31,1.265339534882326
11,34,49.11862032359822
11,36,43.95712325748897
11,37,35.49318701814242
11,41,27.41866070483161
11,46,36.75959539333933
11,49,4.3236305292293995
12,15,20.454075814595285
12,19,14.812975332483841
12,20,30.684654542689334
12,23,12.313504040589779
12,24,40.74761356973112
12,25,2.2853414479161502
12,28,26.317934676974257
12,30,2.890091461391242
12,32,8.465113262206525
12,46,45.99985564778372
13,16,24.31765384214791
13,18,15.834870778465937
13,20,22.914663110197996
13,21,5.756636296781031
13,27,43.078449942593004
13,34,4.929362718200814
13,39,48.053785080888815
13,44,14.662815940836921
13,45,21.012048139583538
13,46,5.419708281692626
13,48,16.897795551803057
14,17,9.369505106966308
14,19,8.59389134068263
14,20,4.6838247723897215
14,27,46.44344365615355
14,31,46.41789423427457
14,34,11.218079327330999
14,36,36.95510969322663
14,43,34.46727532199919
14,44,40.196034784015225
14,45,3.966277090289422
15,16,3.578104457488507
15,17,46.76776334894208
15,27,22.878666774882067
15,31,18.49904361621144
15,32,43.36708617835161
15,38,4.908915014061726
15,39,37.89850622777998
15,42,28.73215306712142
15,48,39.502787361394496
16,18,18.833115919619054
16,21,22.202077295759782
16,27,23.06419719143976
16,29,35.7253842058013
16,30,19.167453350298867
16,33,6.945992263812473
16,38,9.963714218690306
16,40,27.068972343162677
16,41,42.991543802028005
16,43,15.882060542806048
16,47,18.725965998816342
16,48,23.62406058967389
16,49,28.770936717276847
17,19,9.913505635954728
17,20,32.227823348050805
17,22,16.796665018875988
17,24,12.401720713271953
17,26,5.499749186552499
17,41,31.36551710381199
17,43,23.487497105401257
18,20,1.5469763638066736
18,21,7.7925390160206
18,23,22.408636702033906
18,33,24.222715882529382
18,34,41.130022805995466
18,35,46.026175017511264
18,37,29.983850235757952
19,20,12.278580618649487
19,26,49.29521360611517
19,27,38.08100066962076
19,31,43.21365961529858
19,40,16.742698729830053
19,41,1.0998207710153307
19,43,22.53032689514673
19,44,2.0372617621977565
19,47,1.0553530137729028
20,24,10.43731121999863
20,25,24.935516508392947
20,34,37.331222989284
20,35,17.22187037094225
20,37,17.186061756414972
20,38,44.05290811300308
20,40,7.277982269444311
20,46,13.636309389004936
21,25,36.24191547765219
21,26,28.12380550758467
21,30,38.492426052613126
21,33,38.13032733707998
21,35,21.93425517598388
21,46,31.08456479613593
21,49,47.813251554599724
22,23,4.261066763476573
22,26,16.79744111128133
22,27,47.50367986537349
22,36,38.63445328759575
23,30,45.84729334145262
23,31,23.147867006224775
23,33,19.31508935171704
23,36,23.006615434450516
23,38,7.042131649281291
23,39,0.27974306237166235
23,42,24.378568427974066
23,45,8.986404581214908
23,47,31.16006928036577
24,29,17.922248694286807
24,30,45.980828599455656
24,31,48.898068659044256
24,35,37.24182809682868
24,36,20.808594700636196
24,39,5.564434783413224
24,41,37.634850190839856
25,28,30.14871032203278
25,33,36.117887651342905
25,35,41.44845734975298
25,38,45.154405302107556
25,40,21.869153462817742
25,41,9.840149673964888
25,43,19.659091894902037
